Date,Open,High,Low,Close,Volume,EMA_50,EMA_200,RSI_14,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,BBL_20_2.0,BBM_20_2.0,BBU_20_2.0,BBB_20_2.0,BBP_20_2.0,ADX_14,DMP_14,DMN_14,ATRr_14
2024-03-23,63796.64,65999.0,63000.0,63990.01,26410.11409,65558.63480000001,63541.04564999999,57.40556427142932,-2008.7383124851622,395.9682411099591,-1692.6590010692842,65102.4832655603,68953.8255,72805.1677344397,11.170786266063512,0.6366282760577753,29.73334689343238,22.318366020891357,15.548266576250821,2939.8075495208845
2024-03-24,63990.02,67628.69,63772.29,67209.99,31395.78015,65558.63480000001,63541.04564999999,57.40556427142932,-2008.7383124851622,395.9682411099591,-1692.6590010692842,65102.4832655603,68953.8255,72805.1677344397,11.170786266063512,0.6366282760577753,29.73334689343238,22.318366020891357,15.548266576250821,2939.8075495208845
2024-03-25,67210.0,71150.0,66385.06,69880.01,53431.14486,65558.63480000001,63541.04564999999,57.40556427142932,-2008.7383124851622,395.9682411099591,-1692.6590010692842,65102.4832655603,68953.8255,72805.1677344397,11.170786266063512,0.6366282760577753,29.73334689343238,22.318366020891357,15.548266576250821,2939.8075495208845
2024-03-26,69880.0,71561.1,69280.0,69988.0,38934.38417,65558.63480000001,63541.04564999999,57.40556427142932,-2008.7383124851622,395.9682411099591,-1692.6590010692842,65102.4832655603,68953.8255,72805.1677344397,11.170786266063512,0.6366282760577753,29.73334689343238,22.318366020891357,15.548266576250821,2939.8075495208845
2024-03-27,69987.99,71769.54,68359.18,69469.99,49119.35685,65558.63480000001,63541.04564999999,57.40556427142932,-2008.7383124851622,395.9682411099591,-1692.6590010692842,65102.4832655603,68953.8255,72805.1677344397,11.170786266063512,0.6366282760577753,29.73334689343238,22.318366020891357,15.548266576250821,2939.8075495208845
2024-03-28,69469.99,71552.06,68903.62,70780.6,35439.03239,65558.63480000001,63541.04564999999,57.40556427142932,-2008.7383124851622,395.9682411099591,-1692.6590010692842,65102.4832655603,68953.8255,72805.1677344397,11.170786266063512,0.6366282760577753,29.73334689343238,22.318366020891357,15.548266576250821,2939.8075495208845
2024-03-29,70780.6,70916.16,69009.0,69850.54,25445.08353,65558.63480000001,63541.04564999999,57.40556427142932,-2008.7383124851622,395.9682411099591,-1692.6590010692842,65102.4832655603,68953.8255,72805.1677344397,11.170786266063512,0.6366282760577753,29.73334689343238,22.318366020891357,15.548266576250821,2939.8075495208845
2024-03-30,69850.53,70321.1,69540.0,69582.18,13644.61142,65558.63480000001,63541.04564999999,57.40556427142932,-2008.7383124851622,395.9682411099591,-1692.6590010692842,65102.4832655603,68953.8255,72805.1677344397,11.170786266063512,0.6366282760577753,29.73334689343238,22.318366020891357,15.548266576250821,2939.8075495208845
2024-03-31,69582.17,71366.0,69562.99,71280.01,19396.34433,65558.63480000001,63541.04564999999,57.40556427142932,-2008.7383124851622,395.9682411099591,-1692.6590010692842,65102.4832655603,68953.8255,72805.1677344397,11.170786266063512,0.6366282760577753,29.73334689343238,22.318366020891357,15.548266576250821,2939.8075495208845
2024-04-01,71280.0,71288.23,68062.86,69649.8,41445.32039,65558.63480000001,63541.04564999999,57.40556427142932,-2008.7383124851622,395.9682411099591,-1692.6590010692842,65102.4832655603,68953.8255,72805.1677344397,11.170786266063512,0.6366282760577753,29.73334689343238,22.318366020891357,15.548266576250821,2939.8075495208845
2024-04-02,69649.81,69674.23,64550.0,65463.99,71799.82793,65558.63480000001,63541.04564999999,57.40556427142932,-2008.7383124851622,395.9682411099591,-1692.6590010692842,65102.4832655603,68953.8255,72805.1677344397,11.170786266063512,0.6366282760577753,29.73334689343238,22.318366020891357,15.548266576250821,2939.8075495208845
2024-04-03,65463.99,66903.63,64493.07,65963.28,39887.21778,65558.63480000001,63541.04564999999,57.40556427142932,-2008.7383124851622,395.9682411099591,-1692.6590010692842,65102.4832655603,68953.8255,72805.1677344397,11.170786266063512,0.6366282760577753,29.73334689343238,22.318366020891357,15.548266576250821,2939.8075495208845
2024-04-04,65963.27,69309.91,65064.52,68487.79,41510.48453,65558.63480000001,63541.04564999999,57.40556427142932,-2008.7383124851622,395.9682411099591,-1692.6590010692842,65102.4832655603,68953.8255,72805.1677344397,11.170786266063512,0.6366282760577753,29.73334689343238,22.318366020891357,15.548266576250821,2939.8075495208845
2024-04-05,68487.8,68756.67,65952.56,67820.62,37915.23073,65558.63480000001,63541.04564999999,57.40556427142932,-2008.7383124851622,395.9682411099591,-1692.6590010692842,65102.4832655603,68953.8255,72805.1677344397,11.170786266063512,0.6366282760577753,29.73334689343238,22.318366020891357,15.548266576250821,2939.8075495208845
2024-04-06,67820.63,69692.0,67447.83,68896.0,20134.28919,65558.63480000001,63541.04564999999,57.40556427142932,-2008.7383124851622,395.9682411099591,-1692.6590010692842,65102.4832655603,68953.8255,72805.1677344397,11.170786266063512,0.6366282760577753,29.73334689343238,22.318366020891357,15.548266576250821,2939.8075495208845
2024-04-07,68896.0,70326.29,68824.0,69360.39,21534.74433,65558.63480000001,63541.04564999999,58.92015939490262,-2008.7383124851622,395.9682411099591,-1692.6590010692842,65102.4832655603,68953.8255,72805.1677344397,11.170786266063512,0.6366282760577753,29.73334689343238,23.460560451388716,14.65598970030773,2786.776626309192
2024-04-08,69360.38,72797.99,69043.24,71620.0,45723.87624,65558.63480000001,63541.04564999999,65.37228522834742,-2008.7383124851622,395.9682411099591,-1692.6590010692842,65102.4832655603,68953.8255,72805.1677344397,11.170786266063512,0.6366282760577753,29.73334689343238,29.129312121354737,12.695050901366836,2886.3350512027973
2024-04-09,71620.0,71758.19,68210.0,69146.0,39293.90242,65558.63480000001,63541.04564999999,55.157493979660636,-2008.7383124851622,395.9682411099591,-1692.6590010692842,65102.4832655603,68953.8255,72805.1677344397,11.170786266063512,0.6366282760577753,29.73334689343238,25.638319232396416,13.987991763565379,2952.334490852221
2024-04-10,69146.0,71172.08,67518.0,70631.08,42006.02377,65558.63480000001,63541.04564999999,59.27153578321817,-2008.7383124851622,395.9682411099591,-1692.6590010692842,65102.4832655603,68953.8255,72805.1677344397,11.170786266063512,0.6366282760577753,29.73334689343238,22.630395952988632,14.568702567416555,3020.3865582846233
2024-04-11,70631.08,71305.89,69567.21,70006.23,31917.25595,65558.63480000001,63541.04564999999,56.90590601977984,-2008.7383124851622,395.9682411099591,-1692.6590010692842,65102.4832655603,68953.8255,72805.1677344397,11.170786266063512,0.6366282760577753,29.73334689343238,21.78349032225067,13.742531044436003,2899.1887454262196
2024-04-12,70006.22,71227.46,65086.86,67116.52,56072.86229,65558.63480000001,63541.04564999999,47.470011049456794,-2008.7383124851622,395.9682411099591,-1692.6590010692842,65872.50806177534,69110.151,72347.79393822465,9.36951487264051,0.1921169137488042,29.73334689343238,17.91865798869209,24.249395380809748,3198.766116433281
2024-04-13,67116.52,67929.0,60660.57,63924.51,71395.22019,65558.63480000001,63541.04564999999,39.64915401631222,-2008.7383124851622,395.9682411099591,-1692.6590010692842,65068.9658379892,68945.87700000001,72822.78816201082,11.246245114877027,-0.14759892478366843,29.73334689343238,14.613626004516295,31.009000917055857,3567.158386870718
