current_close,support,resistance,fib_23.6,fib_38.2,fib_50,fib_61.8,suggested_stop_loss,suggested_take_profit,risk_to_reward_ratio,position_size,account_balance_risked,ichimoku_signal,supertrend_signal
86434.53,78595.86,94270.0,90570.90296,88282.47852,86432.93,84583.38148,80048.94321428571,94948.64571428571,1.3333333333333326,0.03132053587423417,200.0,Bearish,Sell
